GASVISION_FILEVERSION;4;apr.50;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
DECIMALSEPARATOR;,;;;;;;;;;;;;;;;;;;;;
DATESEPARATOR;.;;;;;;;;;;;;;;;;;;;;
SHORTDATEFORMAT;dd/MM/yyyy;;;;;;;;;;;;;;;;;;;;
TIMESEPARATOR;:;;;;;;;;;;;;;;;;;;;;
TIMEAMSTRING;;;;;;;;;;;;;;;;;;;;;
TIMEPMSTRING;;;;;;;;;;;;;;;;;;;;;
LONGTIMEFORMAT;hh:mm:ss;;;;;;;;;;;;;;;;;;;;
SESSION_HEADER;Avg.;60;03.10.2018;10:53:24;03.10.2018;18:56:51;Polytron;7000;ARBC0143;8.0;0;;;;;;;;;;
GASTYPE;H2O2;;;;;;;;;;;;;;;;;;;;
UNITNAME;ppm;;;;;;;;;;;;;;;;;;;;
GAS_A1;1;;;;;;;;;;;;;;;;;;;;
GAS_A2;2;;;;;;;;;;;;;;;;;;;;
RANGE;300;;;;;;;;;;;;;;;;;;;;
SERIALNO;ARCJ0042;;;;;;;;;;;;;;;;;;;;
PARTNO;6809705;;;;;;;;;;;;;;;;;;;;
CALDATE;03.04.2017;;;;;;;;;;;;;;;;;;;;
SENSORTYPE;EC;;;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:10:24;48,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:11:24;45,9;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:12:24;43,22;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:13:24;40,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:14:24;39,11;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:15:24;37,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:16:24;35,95;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:17:24;34,43;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:18:24;32,76;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:19:24;31,45;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:20:24;30,54;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:21:24;29,63;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:22:24;28,68;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:23:24;27,97;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:24:24;27,48;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:25:24;26,57;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:26:24;25,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:27:24;25,25;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:28:24;24,69;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:29:24;24,16;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:30:24;23,58;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:31:24;23,07;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:32:24;22,57;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:33:24;22,17;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:34:24;21,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:35:24;21,36;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:36:24;20,86;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:37:24;20,88;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:38:24;20,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:39:24;20,4;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:40:24;20,21;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:41:24;19,67;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:42:24;19,51;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:43:24;19,17;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:44:24;18,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:45:24;18,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:46:24;18,21;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:47:24;18,31;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:48:24;18,07;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:49:24;17,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:50:24;17,68;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:51:24;17,14;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:52:24;16,84;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:53:24;16,85;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:54:24;16,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:55:24;16,75;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:56:24;16,63;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:57:24;15,99;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:58:24;15,66;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;14:59:24;15,67;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:00:24;15,44;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:01:24;15,39;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:02:24;15,12;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:03:24;15;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:04:24;14,89;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:05:24;14,44;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:06:24;14,23;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:07:24;14,09;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:08:24;13,89;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:09:24;14,01;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:10:24;14,15;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:11:24;13,75;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:12:24;13,67;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:13:24;13,52;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:14:24;13,37;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:15:24;13,18;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:16:24;13,14;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:17:24;12,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:18:24;12,57;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:19:24;12,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:20:24;12,84;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:21:24;12,62;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:22:24;12,52;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:23:24;12,41;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:24:24;12,28;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:25:24;12,25;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:26:24;12,34;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:27:24;11,77;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:28:24;12,14;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:29:24;12,2;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:30:24;11,89;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:31:24;11,79;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:32:24;11,61;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:33:24;9,29;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:34:24;8,273;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:35:24;7,71;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:36:24;6,873;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:37:24;6,516;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:38:24;5,708;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:39:24;5,026;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:40:24;4,803;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:41:24;4,008;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:42:24;3,71;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:43:24;3,416;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:44:24;3,201;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:45:24;2,976;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:46:24;2,83;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:47:24;2,671;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:48:24;2,558;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:49:24;2,4;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:50:24;2,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:51:24;2,269;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:52:24;2,126;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:53:24;2,061;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:54:24;1,961;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:55:24;1,9;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:56:24;1,841;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:57:24;1,843;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:58:24;1,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;15:59:24;1,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:00:24;1,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:01:24;1,713;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:02:24;1,699;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:03:24;1,619;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:04:24;1,599;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:05:24;1,535;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;16:06:19;Sensor;plugged(1,0);;;;;;;;;;;;;;;;;
EVE;03.10.2018;16:06:19;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;16:06:20;Device-warning-status;changed(3,255:;0;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;16:06:21;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;16:06:23;Sensor-Warning;status;changed(3,0:;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;00)
EVE;03.10.2018;16:06:35;Predictive;Maintenance;:;Sensor;Replace;Sensor;Soon(1,255);;;;;;;;;;;;
EVE;03.10.2018;16:06:37;Sensor-Warning;status;changed(3,0:;0;0;0;0;D8;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;16:07:18;INV;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;16:07:39;Sensor-Warning;status;changed(3,0:;0;0;0;0;D0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;16:08:18;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:09:18;1,4;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:10:18;1,316;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:11:18;1,325;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:12:18;1,4;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:13:18;1,431;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:14:18;1,486;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:15:18;1,388;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:16:18;1,241;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:17:18;1,395;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:18:18;1,531;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:19:18;1,293;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:20:18;1,223;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:21:18;1,156;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:22:18;1,288;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:23:18;1,181;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:24:18;1,099;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:25:18;1,079;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;16:25:35;Sensor-Warning;status;changed(3,0:;0;0;0;0;C0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;16:26:18;1,043;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:27:18;1,045;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:28:18;1,064;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:29:18;1,099;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:30:18;1,04;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:31:18;0,981;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:32:18;0,905;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:33:18;0,996;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:34:18;0,935;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:35:18;0,896;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:36:18;0,856;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:37:18;0,983;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:38:18;0,915;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:39:18;0,911;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:40:18;0,95;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:41:18;0,856;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:42:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:43:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:44:18;0,751;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:45:18;0,744;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:46:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:47:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:48:18;0,896;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:49:18;0,948;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:50:18;0,839;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:51:18;0,841;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:52:18;0,809;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:53:18;0,819;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:54:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:55:18;0,773;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:56:18;0,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:57:18;0,723;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:58:18;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;16:59:18;0,649;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:00:18;0,651;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:01:18;0,751;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:02:18;0,685;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:03:18;0,645;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:04:18;0,683;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:05:18;0,64;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:06:18;0,715;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:07:18;0,809;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:08:18;0,765;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:09:18;0,72;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:10:18;0,826;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:11:18;0,806;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:12:18;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:13:18;0,636;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:14:18;0,646;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:15:18;0,681;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:16:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:17:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:18:18;0,605;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:19:18;0,691;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:20:18;0,661;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:21:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:22:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:23:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:24:18;0,623;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:25:18;0,633;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:26:18;0,605;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:27:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:28:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:29:18;0,643;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:30:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:31:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:32:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:33:18;0,581;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:34:18;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:35:18;0,558;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:36:18;0,583;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:37:18;0,541;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:38:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:39:18;0,573;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:40:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:41:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:42:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:43:18;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:44:18;0,513;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:45:18;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:46:18;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:47:18;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:48:18;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:49:18;0,526;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:50:18;0,515;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:51:18;0,608;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:52:18;0,759;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:53:18;0,951;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:54:18;0,998;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:55:18;1,059;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:56:18;1,119;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:57:18;1,173;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:58:18;1,18;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;17:59:18;1,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:00:18;1,275;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:01:18;1,243;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:02:18;1,141;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:03:18;1,111;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:04:18;1,118;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:05:18;1,221;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:06:18;1,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:07:18;1,306;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:08:18;1,373;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:09:18;1,261;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:10:18;1,126;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:11:18;1,088;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:12:18;1;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:13:18;0,966;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:14:18;1;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:15:18;0,905;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:16:18;0,881;;;;;;;;;;;;;;;;;;
SESSION_HEADER;Avg.;60;03.10.2018;18:56:52;03.10.2018;19:45:29;Polytron;7000;ARBC0143;8.0;0;;;;;;;;;;
GASTYPE;H2O2;;;;;;;;;;;;;;;;;;;;
UNITNAME;ppm;;;;;;;;;;;;;;;;;;;;
GAS_A1;1;;;;;;;;;;;;;;;;;;;;
GAS_A2;2;;;;;;;;;;;;;;;;;;;;
RANGE;300;;;;;;;;;;;;;;;;;;;;
SERIALNO;ARCJ0042;;;;;;;;;;;;;;;;;;;;
PARTNO;6809705;;;;;;;;;;;;;;;;;;;;
CALDATE;03.04.2017;;;;;;;;;;;;;;;;;;;;
SENSORTYPE;EC;;;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;18:56:52;Sensor;plugged(1,0);;;;;;;;;;;;;;;;;
EVE;03.10.2018;18:56:52;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;18:56:53;Device-warning-status;changed(3,255:;0;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;18:56:54;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;18:56:56;Sensor-Warning;status;changed(3,0:;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;00)
EVE;03.10.2018;18:57:08;Predictive;Maintenance;:;Sensor;Replace;Sensor;Soon(1,255);;;;;;;;;;;;
EVE;03.10.2018;18:57:10;Sensor-Warning;status;changed(3,0:;0;0;0;0;D8;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;18:57:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:58:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;18:59:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:00:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:01:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:02:51;INV;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;19:03:03;Sensor-Warning;status;changed(3,0:;0;0;0;0;D0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;19:03:51;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:04:51;0,436;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:05:51;0,429;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:06:51;0,453;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:07:51;0,436;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:08:51;0,493;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:09:51;0,551;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:10:51;0,59;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:11:51;0,575;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:12:51;0,598;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:13:51;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:14:51;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:15:51;0,621;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:16:51;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:17:51;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:18:51;0,71;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:19:51;0,58;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:20:51;0,501;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:21:51;0,651;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:22:51;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:23:51;0,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:24:51;0,641;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;19:25:44;Sensor-Warning;status;changed(3,0:;0;0;0;0;C0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;19:25:51;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:26:51;0,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:27:51;0,56;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:28:51;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:29:51;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:30:51;0,516;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:31:51;0,63;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:32:51;0,546;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:33:51;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:34:51;0,608;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:35:51;0,64;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:36:51;0,593;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:37:51;0,61;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:38:51;0,753;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:39:51;0,563;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:40:51;0,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:41:51;0,56;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:42:51;0,696;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:43:51;0,853;;;;;;;;;;;;;;;;;;
SESSION_HEADER;Avg.;60;03.10.2018;19:45:30;04.10.2018;09:48:56;Polytron;7000;ARBC0143;8.0;0;;;;;;;;;;
GASTYPE;H2O2;;;;;;;;;;;;;;;;;;;;
UNITNAME;ppm;;;;;;;;;;;;;;;;;;;;
GAS_A1;1;;;;;;;;;;;;;;;;;;;;
