GASVISION_FILEVERSION;4;apr.50;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
DECIMALSEPARATOR;,;;;;;;;;;;;;;;;;;;;;
DATESEPARATOR;.;;;;;;;;;;;;;;;;;;;;
SHORTDATEFORMAT;dd/MM/yyyy;;;;;;;;;;;;;;;;;;;;
TIMESEPARATOR;:;;;;;;;;;;;;;;;;;;;;
TIMEAMSTRING;;;;;;;;;;;;;;;;;;;;;
TIMEPMSTRING;;;;;;;;;;;;;;;;;;;;;
LONGTIMEFORMAT;hh:mm:ss;;;;;;;;;;;;;;;;;;;;
SESSION_HEADER;Avg.;60;03.10.2018;10:53:24;03.10.2018;18:56:51;Polytron;7000;ARBC0143;8.0;0;;;;;;;;;;
GASTYPE;H2O2;;;;;;;;;;;;;;;;;;;;
UNITNAME;ppm;;;;;;;;;;;;;;;;;;;;
GAS_A1;1;;;;;;;;;;;;;;;;;;;;
GAS_A2;2;;;;;;;;;;;;;;;;;;;;
RANGE;300;;;;;;;;;;;;;;;;;;;;
SERIALNO;ARCJ0042;;;;;;;;;;;;;;;;;;;;
PARTNO;6809705;;;;;;;;;;;;;;;;;;;;
CALDATE;03.04.2017;;;;;;;;;;;;;;;;;;;;
SENSORTYPE;EC;;;;;;;;;;;;;;;;;;;;
GAS_A2;2;;;;;;;;;;;;;;;;;;;;
RANGE;300;;;;;;;;;;;;;;;;;;;;
SERIALNO;ARCJ0042;;;;;;;;;;;;;;;;;;;;
PARTNO;6809705;;;;;;;;;;;;;;;;;;;;
CALDATE;03.04.2017;;;;;;;;;;;;;;;;;;;;
SENSORTYPE;EC;;;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;19:45:30;Sensor;plugged(1,0);;;;;;;;;;;;;;;;;
EVE;03.10.2018;19:45:30;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;19:45:31;Device-warning-status;changed(3,255:;0;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;19:45:32;Device-warning-status;changed(3,255:;1;0;0;0;0;0;0;0;0;0;0;00);;;;;
EVE;03.10.2018;19:45:34;Sensor-Warning;status;changed(3,0:;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;00)
EVE;03.10.2018;19:45:46;Predictive;Maintenance;:;Sensor;Replace;Sensor;Soon(1,255);;;;;;;;;;;;
EVE;03.10.2018;19:45:48;Sensor-Warning;status;changed(3,0:;0;0;0;0;D8;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;19:46:29;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:47:29;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:48:29;INV;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;19:48:34;Sensor-Warning;status;changed(3,0:;0;0;0;0;D0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;19:49:29;INV;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:50:29;6,38;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:51:29;5,78;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:52:29;5,409;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:53:29;5,261;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:54:29;5,483;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:55:29;5,683;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:56:29;5,643;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:57:29;5,615;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:58:29;5,725;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;19:59:29;5,621;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:00:29;5,806;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:01:29;5,951;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:02:29;6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:03:29;6,041;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:04:29;6,125;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:05:29;6,196;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:06:29;6,17;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:07:29;6,235;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:08:29;6,304;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:09:29;6,4;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:10:29;6,553;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:11:29;6,57;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:12:29;6,823;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:13:29;6,748;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:14:29;6,683;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:15:29;6,749;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:16:29;6,816;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:17:29;6,878;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:18:29;6,941;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:19:29;6,921;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:20:29;7,025;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:21:29;6,939;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:22:29;6,873;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:23:29;6,879;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:24:29;6,939;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:25:29;6,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:26:29;6,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:27:29;6,834;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:28:29;6,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:29:29;6,738;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:30:29;6,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:31:29;6,826;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:32:29;6,833;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:33:29;6,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:34:29;6,776;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:35:29;6,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:36:29;6,741;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:37:29;6,778;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:38:29;6,661;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:39:29;6,646;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:40:29;6,648;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:41:29;6,686;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:42:29;6,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:43:29;6,701;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:44:29;6,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:45:29;6,608;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:46:29;6,51;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:47:29;6,52;;;;;;;;;;;;;;;;;;
EVE;03.10.2018;20:48:20;Sensor-Warning;status;changed(3,0:;0;0;0;0;C0;0;0;0;0;0;0;0;0;0;0;00)
VAL;03.10.2018;20:48:29;6,396;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:49:29;6,378;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:50:29;6,396;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:51:29;6,465;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:52:29;6,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:53:29;6,464;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:54:29;6,464;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:55:29;6,369;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:56:29;6,336;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:57:29;6,373;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:58:29;6,323;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;20:59:29;6,278;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:00:29;6,214;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:01:29;6,286;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:02:29;6,249;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:03:29;6,151;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:04:29;6,1;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:05:29;6,07;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:06:29;6,058;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:07:29;6,09;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:08:29;6,103;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:09:29;6,15;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:10:29;6,148;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:11:29;6,038;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:12:29;6,046;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:13:29;6,098;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:14:29;6,029;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:15:29;5,866;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:16:29;5,889;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:17:29;5,949;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:18:29;6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:19:29;6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:20:29;5,963;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:21:29;5,874;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:22:29;5,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:23:29;5,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:24:29;5,863;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:25:29;5,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:26:29;5,871;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:27:29;5,851;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:28:29;5,734;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:29:29;5,696;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:30:29;5,776;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:31:29;5,799;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:32:29;5,824;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:33:29;5,809;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:34:29;5,673;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:35:29;5,698;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:36:29;5,7;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:37:29;5,591;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:38:29;5,58;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:39:29;5,655;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:40:29;5,683;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:41:29;5,593;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:42:29;5,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:43:29;5,494;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:44:29;5,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:45:29;5,521;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:46:29;5,521;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:47:29;5,418;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:48:29;5,423;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:49:29;5,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:50:29;5,418;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:51:29;5,391;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:52:29;5,379;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:53:29;5,446;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:54:29;5,419;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:55:29;5,256;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:56:29;5,311;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:57:29;5,286;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:58:29;5,359;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;21:59:29;5,249;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:00:29;5,299;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:01:29;5,299;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:02:29;5,349;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:03:29;5,266;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:04:29;5,283;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:05:29;5,23;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:06:29;5,198;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:07:29;5,2;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:08:29;5,086;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:09:29;5,15;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:10:29;5,168;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:11:29;5,108;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:12:29;5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:13:29;4,879;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:14:29;4,956;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:15:29;5,008;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:16:29;5,068;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:17:29;4,994;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:18:29;5,021;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:19:29;5,083;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:20:29;5,005;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:21:29;5,1;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:22:29;5,018;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:23:29;5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:24:29;4,991;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:25:29;5,006;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:26:29;5,021;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:27:29;4,951;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:28:29;4,973;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:29:29;4,961;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:30:29;5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:31:29;5,053;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:32:29;4,884;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:33:29;4,923;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:34:29;4,853;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:35:29;4,881;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:36:29;4,864;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:37:29;4,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:38:29;4,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:39:29;4,946;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:40:29;4,883;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:41:29;4,899;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:42:29;4,859;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:43:29;4,863;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:44:29;4,803;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:45:29;4,765;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:46:29;4,748;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:47:29;4,699;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:48:29;4,77;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:49:29;4,739;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:50:29;4,833;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:51:29;4,751;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:52:29;4,788;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:53:29;4,8;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:54:29;4,758;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:55:29;4,748;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:56:29;4,783;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:57:29;4,65;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:58:29;4,629;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;22:59:29;4,635;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:00:29;4,628;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:01:29;4,699;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:02:29;4,601;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:03:29;4,553;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:04:29;4,551;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:05:29;4,506;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:06:29;4,644;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:07:29;4,6;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:08:29;4,551;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:09:29;4,553;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:10:29;4,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:11:29;4,5;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:12:29;4,459;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:13:29;4,421;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:14:29;4,544;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:15:29;4,494;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:16:29;4,399;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:17:29;4,479;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:18:29;4,343;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:19:29;4,314;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:20:29;4,423;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:21:29;4,491;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:22:29;4,399;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:23:29;4,333;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:24:29;4,423;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:25:29;4,34;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:26:29;4,399;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:27:29;4,399;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:28:29;4,433;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:29:29;4,36;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:30:29;4,328;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:31:29;4,236;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:32:29;4,224;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:33:29;4,301;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:34:29;4,251;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:35:29;4,241;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:36:29;4,286;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:37:29;4,298;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:38:29;4,268;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:39:29;4,218;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:40:29;4,226;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:41:29;4,364;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:42:29;4,321;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:43:29;4,3;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:44:29;4,295;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:45:29;4,233;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:46:29;4,231;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:47:29;4,203;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:48:29;4,146;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:49:29;4,194;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:50:29;4,199;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:51:29;4,295;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:52:29;4,165;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:53:29;4,255;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:54:29;4,229;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:55:29;4,171;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:56:29;4,173;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:57:29;4,116;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:58:29;4,221;;;;;;;;;;;;;;;;;;
VAL;03.10.2018;23:59:29;4,249;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:00:29;4,143;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:01:29;4,18;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:02:29;4,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:03:29;4,021;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:04:29;4,056;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:05:29;4,095;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:06:29;4,118;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:07:29;4,061;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:08:29;4,096;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:09:29;4,053;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:10:29;3,878;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:11:29;3,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:12:29;3,943;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:13:29;3,879;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:14:29;3,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:15:29;3,943;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:16:29;3,945;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:17:29;3,968;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:18:29;3,831;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:19:29;3,991;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:20:29;3,903;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:21:29;3,97;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:22:29;4;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:23:29;3,958;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:24:29;4;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:25:29;3,946;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:26:29;3,914;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:27:29;3,836;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:28:29;3,881;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:29:29;3,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:30:29;3,833;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:31:29;3,791;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:32:29;3,738;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:33:29;3,825;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:34:29;3,858;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:35:29;3,831;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:36:29;3,745;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:37:29;3,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:38:29;3,723;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:39:29;3,743;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:40:29;3,879;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:41:29;3,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:42:29;3,753;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:43:29;3,78;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:44:29;3,75;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:45:29;3,708;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:46:29;3,775;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:47:29;3,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:48:29;3,836;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:49:29;3,79;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:50:29;3,775;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:51:29;3,773;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:52:29;3,706;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:53:29;3,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:54:29;3,788;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:55:29;3,796;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:56:29;3,823;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:57:29;3,739;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:58:29;3,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;00:59:29;3,764;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:00:29;3,74;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:01:29;3,8;;;;;;;;;;;;;;;;;;
